City,State,Station ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
TARKIO,MO,USW00014945,24.5,28.9,40,51.8,61.9,71.6,75.3,73.5,65.3,52.8,39.8,26.8
WATERTOWN RGNL AP,SD,USW00014946,12.7,17.5,29.4,43.8,56.1,65.6,71.1,68.6,59,45.5,29.8,16
OTTUMWA INDUSTRIAL AP,IA,USW00014950,22.5,27.1,38.8,50.9,61.4,71,75,73,64.4,52.4,39.2,26
LINCOLN UNIV PWR PLT,NE,USW00014971,24.4,28.9,39.7,51.1,61.9,72.4,77.8,74.8,65.8,53.4,39.5,27.1
SPENCER MUNI AP,IA,USW00014972,15.9,21.1,33.1,46.7,58.7,68.8,72.7,70.1,61.4,48.5,33.3,19.1
Cedar Rapids,IA,USW00014990,19.5,24.4,36.6,49.2,60.1,69.6,73,71,62.8,50.6,37.1,23.3
EAU CLAIRE RGNL AP,WI,USW00014991,14.4,19.4,31.4,46,57.6,66.9,71.6,69.3,60.2,47.3,32.9,18.8
REDWOOD FALLS MUNI AP,MN,USW00014992,14.4,19.4,31.6,46.6,59,68.5,72.6,70,61.2,48,32.2,17.9
GRANTSBURG,WI,USW00014995,11.4,16.9,29.3,44,56.4,65,69.9,67.7,58.6,45.9,31,16.3
HILO INTL AP,HI,USW00021504,71.4,71.2,71.8,72.2,73.7,75.2,76.1,76.4,76.2,75.6,74.1,72.3
KAILUA KONA KE-AHOLE AP,HI,USW00021510,74.9,74.6,76.1,76.8,77.6,79.3,80,81,80.7,80,78,75.9
MAUNA LOA 5 NNE,HI,USW00021514,43.7,42.7,43.4,45.2,47.5,49.7,49.3,48.9,48.4,47.7,44.4,43.2
HILO 5 S,HI,USW00021515,68,67.7,69,69.3,70.4,71.6,72.8,73,72.8,72.3,71.1,69.8
DEL RIO INTL AP,TX,USW00022010,52.2,56.8,64.1,71.6,78.9,84,85.9,86.2,80.3,71.7,60.8,52.4
PANTHER JUNCTION 2 N,TX,USW00022016,48.6,52.5,59.5,68.2,75.8,80.8,81.5,80.6,75.3,66.9,57.1,49.2
BARKING SANDS,HI,USW00022501,71.8,71.6,72.8,73.8,75.6,77.7,78.8,79.5,79.2,78.2,75.8,73.5
BARBERS POINT NAS,HI,USW00022514,73.3,73.6,74.2,76.1,77.3,79.7,81,81.3,80.9,79.4,77.7,75
Kahului,HI,USW00022516,72,71.8,72.9,74,75.8,78,79.1,79.7,79.2,78.2,76,73.3
KANEOHE BAY MCAS,HI,USW00022519,72.9,72.6,73.3,74.1,75.6,77.4,78.4,79.2,79.4,78.4,76.2,74.1
HONOLULU INTL AP,HI,USW00022521,73.2,73.1,74.5,76.1,77.8,80.2,81.2,81.9,81.5,80,77.6,74.8
MOLOKAI AP,HI,USW00022534,70.6,70.2,71.1,72.6,74.2,76.6,77.7,78.5,78.3,77.1,74.8,72.1
LIHUE WSO AP 1020.1,HI,USW00022536,71.7,71.6,72.7,74,75.8,78.1,79.1,79.7,79.4,78.1,75.8,73.2
EWA KALAELOA AP,HI,USW00022551,72.7,72.4,73.8,75.2,76.1,79.1,80.3,80.7,80.1,79.1,76.5,73.8
CHILDRESS MUNI AP,TX,USW00023007,41.5,45.1,53.5,62.3,71.2,79,83.3,82.1,74.2,63.1,51.6,42
ROSWELL IND AIR PK,NM,USW00023009,40.6,45.7,52.6,60.8,70.1,78.2,80.3,78.7,72,61.1,49.3,40.4
MIDLAND ODESSA,TX,USW00023023,43.9,48.5,55.6,64.2,73.6,80.3,82.1,81.2,74.5,64.8,52.9,44.4
SAN ANGELO,TX,USW00023034,46.4,50.3,57.8,66,74.5,80.4,83.1,82.7,75.6,66.2,55.3,46.7
WINKLER CO AP,TX,USW00023040,44.6,49.6,56.8,65.4,74.8,82.2,83.6,82.6,75.9,65.6,53.5,44.8
BIG SPRING,TX,USW00023041,44.3,48.3,55.5,64.4,73.3,79.9,82.9,82.2,75.2,65.6,54,44.8
Lubbock,TX,USW00023042,40.2,44.5,51.9,60.5,69.8,77.4,80.3,79,71.7,61.5,49.8,40.6
El Paso,TX,USW00023044,45.1,50.1,56.6,64.6,73.9,81.7,82.8,81.1,75.4,65.1,53.1,44.8
Amarillo,TX,USW00023047,37,40.3,47.9,56.3,65.6,74.4,78.3,76.8,69.5,58.3,46.3,36.9
TUCUMCARI MUNI AP,NM,USW00023048,37.5,41.7,48.5,56.9,65.9,75.4,79.2,77.3,69.9,58.5,46.4,37.5
Santa Fe,NM,USW00023049,32,36.3,42.8,50.2,59.7,69,73,71,64,52.6,40.3,31.4
Albuquerque,NM,USW00023050,36.4,41.4,48.1,56,65.6,74.9,78.3,76.2,69.3,57.5,44.9,36.3
CLAYTON MUNI AIR PK,NM,USW00023051,35.4,37.5,44.2,52.4,61.5,70.4,74.7,73.3,65.8,54.8,43.6,34.8
RATON MUNI CREWS AP,NM,USW00023052,30.2,33.2,39.9,47.9,56.4,64.9,69.2,67.4,60.9,50.2,38.8,29.5
LAS VEGAS MUNI AP,NM,USW00023054,32,34.6,40.1,47.4,55.9,64.3,67.7,66.1,60.2,50.4,40.1,32.1
PINE SPRINGS NP,TX,USW00023055,41.8,45.6,52.3,60.2,69.5,76.7,76.1,74.9,69.5,61.3,49.7,41
COLUMBUS,NM,USW00023058,45.2,49.9,56,63.6,72.8,81.3,82.5,80.1,75.3,65,53,44.7
ALAMOSA SAN LUIS AP,CO,USW00023061,16.3,22.8,33.5,41.8,51.2,59.6,64.6,62.7,55,43.1,29.5,17.9
DENVER-STAPLETON,CO,USW00023062,30.9,32.8,40,47.5,57.2,67,73.6,71.5,62.4,50.3,38.6,30
EAGLE FAA AP,CO,USW00023063,21.3,27.4,36.5,43.8,52.8,61,67.2,66,57.4,46,33.1,22.6
GARDEN CITY RGNL AP,KS,USW00023064,30.9,34.8,43.6,53,63.3,72.8,78.2,76.7,68.2,55.4,41.7,31.7
GOODLAND,KS,USW00023065,29.6,32.3,40.5,49.2,59.4,69.7,75.7,73.7,64.6,51.9,39,29.9
GRAND JUNCTION WALKER FLD,CO,USW00023066,27.4,34.5,43.9,51.7,61.6,72,78.2,75.5,66.1,53,39,28.5
LA JUNTA MUNI AP,CO,USW00023067,31,34.9,44.2,52.8,62.8,72.6,78.4,76.1,67.3,54.1,40.9,30.9
TRINIDAD PERRY STOKES AP,CO,USW00023070,32.3,35,42.2,49.7,59.2,68.4,73.5,71.4,64.2,52.5,40.6,31.6
CLARENDON,TX,USW00023072,38,41.7,49.1,58.3,67.7,76.4,80.9,79.8,71.7,59.9,48.2,38.4
DEMING MUNI AP,NM,USW00023078,42,46.8,51.4,59.8,69.2,77.5,80.6,78,72.7,61.6,49.9,41.4
GALLUP MUNI AP,NM,USW00023081,28.7,33.3,39.2,46.1,55.6,64.7,70.8,69,61.3,49.2,37.1,28.7
Farmington,NM,USW00023090,31.3,36.7,43.3,50.7,60.8,70.1,76.6,73.6,65.4,52.7,40,30.8
FT STOCKTON PECOS AP,TX,USW00023091,49,52.7,59.6,67.7,75.7,81.2,82.2,81.1,76,67.5,56.8,49.5
LEMOORE REEVES NAS,CA,USW00023110,45.3,50.4,55.2,60.1,67.9,74.1,78.6,77.2,72.8,63.8,52.2,44.5
LONG BEACH DAUGHERTY FLD,CA,USW00023129,56.7,57.6,59.6,62.4,65.6,68.9,73.2,74.3,72.7,67.7,61.4,56.3
VAN NUYS AP,CA,USW00023130,55.3,56,58.8,61.8,66.5,71.3,76.4,77.6,74.7,67.5,60.5,54.8
CAMARILLO AP,CA,USW00023136,54.4,53.7,56.2,58.3,61.4,64.3,66.9,67.7,66.8,63.1,58.5,53.8
BURBANK GLENDALE PASADENA AP,CA,USW00023152,54.8,55.9,58.3,61.5,65.4,69.5,74.4,75.3,73.1,66.9,59.5,54.1
TONOPAH,NV,USW00023153,32.5,36.8,42.9,49.5,58.8,68.1,74.7,72.5,64.5,52.8,40.1,31.9
ELY YELLAND FLD AP,NV,USW00023154,25.3,29,36.3,42.5,50.7,60,67.8,66.1,56.8,45.3,33.7,25.3
BAKERSFIELD AP,CA,USW00023155,47.8,52.6,57.6,62.6,70.5,77.5,83.8,82.4,77,67.2,55.1,47.8
BEAUMONT #2,CA,USW00023156,51.9,52.6,55.2,59.4,65.5,71.9,78.3,78.7,74.2,65.6,57.6,51.2
BISHOP AP,CA,USW00023157,38.5,42.2,48.3,54.5,63.3,71.5,77.3,75,67.6,56.8,45.2,37.7
BLYTHE AP,CA,USW00023158,55,58.8,64.5,71.4,80.3,88.4,94.2,93.4,86.8,74.4,62,53.4
BRYCE CANYON AP,UT,USW00023159,19.4,21.6,29.9,39,47.7,55.5,63,60.8,52.8,41.7,30,21.4
Tucson,AZ,USW00023160,52.6,55.3,60.1,67,76,84.8,87,85.3,81.6,71,59.8,51.9
BARSTOW DAGGETT AP,CA,USW00023161,48.4,52.3,58.3,64.8,74,82.6,88.8,87.4,80.1,68.3,55.7,47.2
DELTA,UT,USW00023162,25.6,31.5,41.1,47.8,57.1,66.4,74.5,72.7,62.3,49.4,35.8,25.8
LAS VEGAS MCCARRAN AP,NV,USW00023169,48.7,52.9,59.9,67.2,77.3,86.7,92.5,90.6,82.6,69.5,56.4,47.7
HANKSVILLE,UT,USW00023170,29.3,37.1,46.9,55.6,65.3,75.1,81.5,78.2,68.1,54.5,39.9,30.1
Los Angeles,CA,USW00023174,56.7,57.1,58,60.1,62.7,65.5,68.8,69.6,68.9,65.9,61.1,56.6
MILFORD MUNI AP,UT,USW00023176,27.9,33.1,41.5,48.6,57.4,66.9,74.4,72.9,63.2,50.8,37.8,27.8
MODENA,UT,USW00023177,30.6,34.1,41.2,48,56.6,66.3,73.3,71.4,63,51.1,38.4,29.3
NEEDLES AP,CA,USW00023179,54.2,58.2,64.4,71.9,81.6,90.7,96.6,94.8,87.4,74.7,61.9,52.9
PALMDALE AP,CA,USW00023182,45,48.5,53,58,67.5,75,81.2,81.2,73.8,63.2,51.7,44.4
Phoenix,AZ,USW00023183,56.4,59.7,65.2,72.7,82.1,90.8,94.8,93.6,88.4,76.7,64.1,55.4
PRESCOTT LOVE FLD,AZ,USW00023184,38.8,41.6,46.4,52.7,61.6,70.6,75.6,73.5,67.6,56.5,46,38.3
RENO TAHOE INTL AP,NV,USW00023185,35.6,39.9,45.7,50.9,59.5,67.7,74.9,73.2,65.2,54,42.7,35.3
SANDBERG,CA,USW00023187,43,43.8,46.7,50.4,58,66.6,74,74.2,69.3,59.4,49.2,42.3
San Diego,CA,USW00023188,57.1,57.9,59.4,61.7,64,66.4,70,71.6,70.6,66.7,61.3,56.5
SANTA BARBARA MUNI AP,CA,USW00023190,52.1,53.7,55.5,57.5,60.1,62.4,65.5,66,65,61.6,56.3,51.9
AVALON CATALINA AP,CA,USW00023191,55,54.2,54.9,55.7,58.9,61.7,67.4,69.7,68.5,64.7,58.9,53.9
WINSLOW MUNI AP,AZ,USW00023194,35.2,40.3,47,54.3,63.6,72.7,78.2,76,68.7,56.3,44,34.6
YUMA WSO AP,AZ,USW00023195,58.7,61.7,67.2,73.3,81.4,89.4,94.7,94.4,89.1,77.8,65.6,57.5
El Centro,CA,USW00023199,56.8,60.1,65.7,71.2,78.9,86.6,92.1,92.2,86.8,75.1,63.7,55.2
SANTA ROSA SONOMA CO AP,CA,USW00023213,46.7,49.8,52.8,55.6,60.4,65.6,67.5,67.2,66.3,60.7,52.4,46.4
BLUE CANYON AP,CA,USW00023225,39.9,39.3,41.3,45.4,53.6,61.6,69.5,68.9,63.9,54.6,43.9,38.6
OAKLAND METRO INTL AP,CA,USW00023230,49.3,52.1,54.4,57.4,59.4,62.1,62.9,64.1,64.5,60.5,54.2,49
SACRAMENTO EXECUTIVE AP,CA,USW00023232,46.3,50.8,54.6,58.7,65.5,71.4,75.2,74.6,71.4,63.9,53.3,46.2
SALINAS MUNICIPAL AP,CA,USW00023233,51.3,53,54.7,56.7,59.3,61.7,63,63.9,64.2,61.2,55.7,50.9
San Francisco,CA,USW00023234,50.3,52.9,54.9,56.9,59.6,62.2,63.7,64.5,64.7,61.8,55.8,50.6
Stockton,CA,USW00023237,45.8,50.4,54.6,59.3,66.3,72.4,76.7,75.7,72.2,63.8,53,45.6
ALAMEDA NAS,CA,USW00023239,52.3,55.3,57.7,59.7,61.8,63.9,64.7,65.7,66.6,64.5,58.7,52.9
MOFFETT FEDERAL AIRFIELD,CA,USW00023244,50.8,53.6,56.2,59,62.7,66.4,68.1,68.3,67.6,63.6,56.2,50.9
CONCORD BUCHANAN FLD,CA,USW00023254,47.8,51.9,55.4,58.6,64,69.3,72.3,72.4,70.1,63.9,54,47.7
MERCED MUNI AP,CA,USW00023257,45,49.7,53.6,59,66.9,73.7,77.8,76.3,71.9,63.4,52.4,44.6
Modesto,CA,USW00023258,47.8,53,57.5,62,68.9,74.9,79.1,78,74.1,65.8,55.1,47.7
MONTEREY PENINSUL AP,CA,USW00023259,51,52.7,53.2,54.2,56.7,59.3,60.4,61.6,61.2,58.6,54.7,51.4
SACRAMENTO 5 ESE,CA,USW00023271,47.5,52.4,56.6,60.9,67.4,73.2,77.1,76.3,73.1,65.4,54.6,47.3
SAN FRANCISCO DWTN,CA,USW00023272,51.3,53.9,55.1,56.2,57.6,59.6,60.3,61.6,62.7,61.5,56.6,51.6
Santa Maria,CA,USW00023273,51.5,52.8,54,55.6,58,60.5,63.2,63.7,63.2,60.9,55.8,51.2
UKIAH MUNI AP,CA,USW00023275,46.6,49.6,51.7,55.3,61.9,67.6,74,72.7,68.4,60.3,50.9,45.4
WATSONVILLE MUNI AP,CA,USW00023277,50.4,51.8,53.2,55.5,58.8,61.9,63.1,63.8,63.5,60.3,54.6,49.9
LIVERMORE MUNI AP,CA,USW00023285,46.7,50.4,53.5,56.6,62.3,67.6,72.3,72.3,69.9,63,53.6,47
SAN JOSE,CA,USW00023293,51.1,54.5,56.9,59.3,64,68.3,70.9,70.7,69.2,64.3,57,51.7
TROY 2 W,AL,USW00023801,46.7,50.5,56.7,63.2,71,76.9,79.8,79.2,75.2,65,56.1,48.8
THOMASVILLE 2 S,AL,USW00023802,45.1,49.4,56.4,63,71.5,77.7,80.1,79.5,74.6,64.8,55.3,47.9
HOLLY SPRINGS 4 N,MS,USW00023803,38.4,42.8,50.9,59.6,68.1,75,78.4,78.2,70.6,60.1,50.5,41.5
BATESVILLE 8 WNW,AR,USW00023904,35.1,39.7,48,56.7,66.2,74.6,78.5,77.8,69.5,58.7,47.2,37.8
PORT ARANSAS 32 NNE,TX,USW00023906,53.6,56.9,62.9,69.8,76,80.7,82.5,82,79.8,72.5,63.2,55.9
AUSTIN 33 NW,TX,USW00023907,50.1,51.6,58.6,66.6,74.3,79.8,82.6,83.2,77.4,69,58.6,49.9
JOPLIN 24 N,MO,USW00023908,32.2,37.1,46.4,55.9,65.3,73.5,78.1,77.3,68.9,57.8,46.2,35
SALEM 10 W,MO,USW00023909,31,35.6,44.1,54.9,62.9,70.5,75.6,74.2,65.9,55.7,44.3,33.3
BISMARCK,ND,USW00024011,12.8,18.1,29.9,43.8,55.5,64.7,71.1,69.5,58.5,44.8,29.2,16.2
THEODORE ROOSEVELT AP,ND,USW00024012,16.3,20.5,30,42.3,53.1,62.2,69.2,68.4,57.2,43.8,29.5,17.9
MINOT INTL AP,ND,USW00024013,12.2,17,28.3,43.4,54.8,63.9,69.7,68.5,57.8,44.4,28.4,15.4
AKRON WASHINGTON CO AP,CO,USW00024015,28.6,31.4,39.2,47,57.1,67.2,74,72.1,63,50.2,37.6,28.3
CHADRON MUNI AP,NE,USW00024017,24.4,27.4,35.8,44.8,55.8,65.9,73.6,72.2,61,47.6,34,24.4
CHEYENNE,WY,USW00024018,28.8,29.6,35.9,42.8,52.4,62.1,69.4,67.6,58.2,46.3,35.3,27.7
HAYES CENTER 1NW,NE,USW00024020,26.9,30.2,38.5,47.8,58.2,68.3,74.4,72.6,63.1,50.5,37.6,27.5
LANDER HUNT FLD AP,WY,USW00024021,21.7,25.2,35.5,43.9,53.3,63,71.2,69.6,58.6,45.6,31.2,20.7
LARAMIE RGNL AP,WY,USW00024022,21.7,23.5,30.9,37.9,47.6,57.2,64,62.3,53.3,41.8,29.3,21.1
NORTH PLATTE RGNL AP,NE,USW00024023,25,29,38,47.6,57.9,67.9,74.3,72.1,62.3,49.1,35.6,25.4
PHILIP AP,SD,USW00024024,22.1,25.7,34.7,46.3,57.2,67,74.6,73.5,62.3,48.4,33.9,23
PIERRE RGNL AP,SD,USW00024025,19.9,24.3,34.4,47,57.9,67.7,75.4,73.7,62.9,48.7,33.7,21.7
ROCK SPRINGS AP,WY,USW00024027,21.4,24,33.5,41.6,50.8,60.6,68.9,66.9,56.5,44.4,30.8,21.1
SCOTTSBLUFF HEILIG AP,NE,USW00024028,27.2,30.4,38.2,46.7,57.3,67.2,74.1,71.9,61.7,48.5,35.8,26.1
SHERIDAN CO AP,WY,USW00024029,23.8,26.6,35.2,43.6,52.5,61.6,70,69,57.9,45.5,32.7,22.9
SIDNEY MUNI AP,NE,USW00024030,29.2,32,39.1,47.4,57.6,67.6,75.2,73.3,63.5,50.2,37.7,28.7
VALENTINE MILLER FLD,NE,USW00024032,23.6,27.2,36.2,46.7,57.6,67.5,74.5,72.8,62.3,48.5,34.4,23.8
Billings,MT,USW00024033,27.1,30.4,37.7,46.2,55.6,64.7,72.8,71.5,60.3,48.2,35.8,26.5
LEWISTOWN MUNI AP,MT,USW00024036,23.6,25.7,32.9,41.4,50,58.1,65.5,65.1,54.9,43.7,32,23.3
MILES CITY F WILEY FLD,MT,USW00024037,19.5,24.4,34.7,46,55.9,65.6,73.9,72.6,60.1,46.5,32,20.3
ALLIANCE MUNI AP,NE,USW00024044,24.2,27.1,36.6,44.9,54.8,64.8,72.2,70.4,59.4,45.7,33.1,23.6
CRAIG MOFFAT CO AP,CO,USW00024046,15.7,20.7,32.3,42.5,50.6,59.5,66.8,65,55.5,43,30.3,17.6
GREYBULL S BIG HORN AP,WY,USW00024048,16.9,23.6,36.9,46.5,56.6,66.2,73.7,72,59.2,46,30.5,17.7
RAWLINS MUNI AP,WY,USW00024057,21.6,23.7,32.3,40.1,49.4,59.3,67,65.2,55.4,43.3,30.1,21.5
RIVERTON,WY,USW00024061,19.9,24.3,35.4,44.2,53.8,63.2,71.7,69.7,58.4,45.1,30.4,19.8
WORLAND,WY,USW00024062,17.1,23.8,36.5,45.7,55.4,64.7,72,70.1,58.6,45.5,30.6,17.5
MOORCROFT 3S,WY,USW00024088,21.6,24.5,33.4,41.5,51.1,61.8,70.7,68.7,57.8,44.6,31.9,21.4
Casper,WY,USW00024089,24.7,26.7,35.2,42.7,52.2,62.2,70.5,69,57.9,45.2,33.2,23.8
Rapid City,SD,USW00024090,25,27.4,35.4,45,55,64.5,72.6,71.5,60.8,47.7,34.5,24.9
IMPERIAL MUNI AP,NE,USW00024091,28.3,31.5,39.8,48.5,59.8,70,76.4,73.8,64.4,50.8,37.7,28.4
MOSES LAKE GRANT CO AP,WA,USW00024110,30,35.3,43.5,50.2,59,66,72.6,71.6,62.1,49.3,37.5,28.6
MALMSTROM AFB,MT,USW00024112,28.1,29.1,36.9,46.6,55.9,63.7,72,70.4,60.1,48.6,36.1,27.5
BATTLE MOUNTAIN 4SE,NV,USW00024119,30.9,36.4,44.3,50,59.1,67.8,75.5,73.2,63.6,51.7,39.5,31.2
COALVILLE,UT,USW00024120,24.9,28.6,38.3,45,52.9,60.5,67.5,66.2,57.5,47.1,34.9,24.9
ELKO RGNL AP,NV,USW00024121,25.1,29.9,38.9,45.2,53.4,62.2,70.2,68.2,58.8,46.6,34.7,26
OGDEN HINKLEY AP,UT,USW00024126,27.9,32.5,42.1,49,58.3,67.7,76.9,75.1,64.5,51.7,38.7,29.2
Salt Lake City,UT,USW00024127,29.5,34.2,43.6,50.6,59.8,69.7,78.7,77,66.1,53,40,30.3
WINNEMUCCA MUNI AP,NV,USW00024128,30.1,35.2,41.1,46.6,55.1,64.2,72.5,70,60.3,48.2,36.9,29.4
BAKER CITY MUNI AP,OR,USW00024130,25.1,29.4,37.6,43.5,51.1,58,65.1,64.6,55.6,44.5,33.1,24.8
BOISE AIR TERMINAL,ID,USW00024131,31.3,36.5,44.5,50.8,59.1,67.5,75.8,74.7,64.9,52.8,40,30.7
BOZEMAN GALLATIN FLD,MT,USW00024132,23.5,27.2,36.5,45.1,53.6,61.6,69.4,68.2,57.8,45.9,32.2,21.3
BURLEY MUNI AP,ID,USW00024133,26.8,30.9,39.3,46.1,54.1,62.1,69.5,68.1,58.6,47.7,35.7,26.6
BUTTE BERT MOONEY AP,MT,USW00024135,19.6,22.2,31.4,39,47.6,55.7,63.2,61.7,51.9,40.8,27.7,17.4
CUT BANK MUNI AP,MT,USW00024137,22.1,24.2,31.5,41,49.9,57.8,64.6,63.6,53.9,42.8,30.3,22.2
DILLON AP,MT,USW00024138,22.7,26.2,34.3,41.6,50.3,58.1,65.7,64.2,54.9,43.5,30.5,20.8
DRUMMOND AVIATION,MT,USW00024139,22.6,26.8,35.8,43.1,50.9,58.3,65,63.8,54.7,43.5,30.2,20.8
EPHRATA MUNI AP,WA,USW00024141,28.8,34.1,43,50.4,59.3,66.6,74.2,72.9,63.8,50.5,37,27.4
Great Falls,MT,USW00024143,25.2,27.3,34.2,43.1,51.7,59.7,67.4,66.3,56.1,45.2,33.4,24.8
HELENA RGNL AP,MT,USW00024144,23.1,27.7,36.3,44.9,54,62.1,70,68.3,57.8,45.6,32.5,21.8
IDAHO FALLS FANNING FLD,ID,USW00024145,20.1,24.3,35.9,44.7,52.9,60.9,68.1,66.9,57.3,45.2,32.3,20.8
LA GRANDE 6 SE,OR,USW00024148,33.3,36.9,43.3,48.6,55,61.8,70.1,69.6,61.3,50.5,40.5,32.7
Lewiston,ID,USW00024149,35.6,38.7,45.3,51.3,59,66,74.4,74,64.6,51.8,41.1,33.7
LIVINGSTON MISSION FLD,MT,USW00024150,27,29.1,35.6,42.1,50.6,58.7,66.9,65.6,55.8,45.1,34,26.1
MALAD CITY,ID,USW00024151,22.5,27.1,37.8,46,53.9,62.1,70,68.6,59.1,47.3,34.9,24
MEACHAM,OR,USW00024152,28.8,30,35.3,40.7,47.2,53.2,59.2,58.2,51.2,42.3,34,26.8
Missoula,MT,USW00024153,25.8,30,38.8,45.7,53.5,60.9,68.6,67.5,57.4,45.1,33.2,23.9
MULLAN PASS VOR/DME,ID,USW00024154,22.2,23.3,27.6,34.6,42,49.7,60.4,59.4,50.5,37.6,27.2,20
PENDLETON,OR,USW00024155,35.3,38.5,45.1,50.7,57.8,64.9,72.6,71.8,63.4,51.9,41.3,33.2
Pocatello,ID,USW00024156,24.3,28.4,38,45.6,53.8,62.1,69.9,68.9,59,47,34.3,24.5
Spokane,WA,USW00024157,29.5,33,40.2,47,55.1,62.1,69.8,69.3,60.2,47.6,35.7,27.4
SUPERIOR,MT,USW00024159,29,32.6,40.3,47,54.8,61.7,68.7,68.2,58.6,47.2,35.2,26.8
Walla Walla,WA,USW00024160,35.5,39.1,46.3,52.2,59.4,66.5,75,74.2,65.2,53.3,41.8,33.4
ONTARIO MUNI AP,OR,USW00024162,27.5,33.3,43.4,50.4,59.4,67.9,76.1,73.3,63,50.3,37.1,27.8
PASCO TRI CITIES AP,WA,USW00024163,34.9,38.9,46.3,52.9,60.7,67.5,73.5,72.8,63.4,51.9,41.3,33.1
BIG PINEY MARBLETON AP,WY,USW00024164,11,14.6,27.2,37.1,45.8,54.9,61.9,59.6,49.8,38.2,23.8,12.6
LOVELOCK DERBY FLD,NV,USW00024172,31.8,38,44.9,51.4,60.6,69.5,77,74.5,65.2,52.7,39.9,31.7
WENDOVER AP AWOS,UT,USW00024193,26.4,32.4,42.7,50.7,60.6,70.6,79.1,76.7,65.4,51.2,37.2,26.8
EUREKA WFO WOODLEY ISLAND,CA,USW00024213,48.3,48.9,49.7,50.9,53.8,56.1,57.7,58.5,57,54.4,50.8,47.8
MT SHASTA,CA,USW00024215,35.9,38.2,42.3,47.2,54.4,61.5,67.9,66.6,60.5,51.2,40.6,35.1
RED BLUFF MUNI AP,CA,USW00024216,46.4,50.3,54.3,59.1,67.7,75.8,81.4,79.3,74.4,64.7,52.5,45.9
BELLINGHAM INTL AP,WA,USW00024217,39.2,40.8,44.2,48.4,53.8,58.5,62.3,62.5,57.2,49.8,43.2,38.1
THE DALLES MUNI AP,WA,USW00024219,36.6,39.9,46.8,52.9,60.8,67,74,73.4,65.8,54,42.6,35.2
ELLENSBURG BOWERS FLD,WA,USW00024220,30.8,35.3,43.2,49.6,57.5,64.5,71.8,71.2,62,50.2,38.6,29.5
Eugene,OR,USW00024221,40.7,42.9,46.7,50.2,55.3,60.4,66.8,66.9,61.9,52.7,44.9,39.7
EVERETT SNOHOMISH AP,WA,USW00024222,41.4,42.8,45.8,49.2,54.4,58.8,62.7,63.8,59.5,51.5,44.8,39.6
MEDFORD ROGUE VLY AP,OR,USW00024225,40.3,44.2,48.3,52.8,59.8,66.8,74.1,73.7,66.8,56,44.7,39.3
Olympia,WA,USW00024227,39.8,41,44.5,48.3,54.2,59.1,63.8,64.1,58.9,50.3,43.3,38.4
PORTLAND INTL AP,OR,USW00024229,41.4,43.8,48.2,52.3,58.3,63.6,69.2,69.5,64.5,54.9,46.6,40.4
REDMOND ROBERTS FLD,OR,USW00024230,32.7,35.2,39.9,44.4,51.4,58.5,65.9,65,57.2,47.4,37.4,30.6
ROSEBURG RGNL AP,OR,USW00024231,43.1,45.3,48.6,52.2,58.5,63.9,70.3,70.1,64.9,55.5,46.9,42.1
Salem,OR,USW00024232,41.2,43.1,46.9,50.4,56.2,61.6,67.6,67.6,62.6,53.2,45.5,40.1
Seattle,WA,USW00024233,42,43.4,46.5,50.3,56,60.9,65.7,66.1,61.3,52.8,45.4,40.6
SEATTLE BOEING FLD,WA,USW00024234,42.3,43.3,47,51.3,56.3,62,66.7,67,61.6,53,45.7,40.9
SEXTON SUMMIT,OR,USW00024235,37.8,38.5,39.7,43.7,50.2,56.4,63.8,64.5,59.8,50.6,40.8,37
STAMPEDE PASS,WA,USW00024237,28.1,30,34.1,38.4,44.8,50.8,57.7,58.5,53.1,43.3,32.5,26.7
TOLEDO FAA AP,WA,USW00024241,39.6,41.7,45.8,49.6,55.1,59.8,64.1,64.6,59.6,51,43.4,38.3
PORTLAND TROUTDALE AP,OR,USW00024242,39.8,42.7,47.4,51.4,57.4,62.4,67.7,67.9,62.8,53.8,45.6,39
Yakima,WA,USW00024243,31,36.1,43.2,49.1,57.1,63.9,70.6,69.3,60.8,49,37.3,28.5
WHIDBEY ISLAND NAS,WA,USW00024255,41.5,42.2,45.3,48.5,52.8,56.8,59.3,59.5,56,50.2,44.7,40.3
Redding,CA,USW00024257,45.7,49.5,53.7,58.3,67.3,75.9,82.2,79.8,74.1,63.6,51.7,45.4
MONTAGUE SISKIYOU CO AP,CA,USW00024259,35.4,39.1,43,47.1,56.1,63.8,72.7,70.7,62.2,51.8,39.9,35.1
SEATTLE URBAN SITE,WA,USW00024281,43,44.3,47.6,51.4,57.3,62,66.2,66.6,61.9,53.7,46.5,41.4
ARCATA EUREKA AP,CA,USW00024283,47,47.2,47.8,48.8,51.7,54,56,56.6,55.2,53.2,49.3,46.4
NORTH BEND RGNL AP,OR,USW00024284,45.8,46.4,47.6,49.2,52.9,56.1,58.6,59.1,57.4,53.4,48.8,45.3
NEWPORT,OR,USW00024285,45.9,46.5,47.5,49.1,52.8,56,58.3,58.5,56.9,53.1,48.6,45.3
CRESCENT CITY MCNAMARA AP,CA,USW00024286,47.9,47.6,48.5,49.3,52.3,54.7,56.1,57,55.5,53.4,49.9,47.6
